AREA,CODE
"North Lake Worth, Fort Worth, TX",7113
"North Lake, Charlotte, NC",3508
"North Lakeville, Lakeville, MA",4672
"North Lamar, Austin, TX",15546
"North Lancaster, Salem, OR",1136
"North Leg, Augusta, GA",12554
"North Lincoln Heights, Gainesville, FL",10135
"North Linden, Columbus, OH",334
"North Long Beach, Long Beach, CA",46
"North Loop, Austin, TX",11915
"North Loop, Minneapolis, MN",3875
"North Main Historic, Hattiesburg, MS",14645
"North Mainland, New Smyrna Beach, FL",2315
"North Mayfair, Chicago, IL",3066
"North Meadows, Chandler, AZ",7839
"North Meadows, Milwaukee, WI",5447
"North Michigan Park, WA, DC",4391
"North Midtown, Jackson, MS",15692
"North Monroe, Monroe, LA",1915
"North Mountain, Phoenix, AZ",17
"North Oak Park, Sacramento, CA",3814
"North Oakland, Pittsburgh, PA",2919
"North Oakwood, Bryan, TX",11715
"North Ocean City, Ocean City, MD",1828
"North of Bridge, Manchester, NH",11729
"North of Grand, Des Moines, IA",1533
"North of Main, Marlborough, MA",9991
"North of Marin, Albany, CA",14853
"North of Montana, Santa Monica, CA",12993
"North Old Town, Ames, IA",15490
"North Orange, Orlando, FL",12295
"North Overland Park Hills, Overland Park, KS",13537
"North Overton, Lubbock, TX",11238
"North Panhandle, San Francisco, CA",2885
"North Park Hill, Denver, CO",2955
"North Park, Billings, MT",10638
"North Park, Broomfield, CO",15085
"North Park, Buffalo, NY",2661
"North Park, Chicago, IL",12358
"North Park, Levittown, PA",9104
"North Park, New Port Richey, FL",6026
"North Park, Overland Park, KS",13251
"North Park, Pflugerville, TX",15433
"North Park, Provo, UT",10735
"North Park, San Bernardino, CA",4279
"North Park, San Diego, CA",200
"North Patterson Street, Valdosta, GA",10820
"North Perry, Indianapolis, IN",1954
"North Plymouth, Plymouth, MA",1856
"North Point, Saint Louis, MO",4101
"North Pointe, Sacramento, CA",7394
"North Ponce de Leon, Coral Gables, FL",9853
"North Pratt, Birmingham, AL",9583
"North Queen Anne, Seattle, WA",2838
"North Quincy, Quincy, MA",8759
"North Raleigh, Raleigh, NC",62
"North Redmond, Redmond, WA",4831
"North Renton, Renton, WA",6982
"North Ridge, Oakland Park, FL",9344
"North Ridge-Rosemont, Alexandria, VA",721
"North River Fronts, Eau Claire, WI",14715
"North River, New Port Richey, FL",6381
"North River, Toledo, OH",3199
"North Riverdale, Dayton, OH",1326
"North Riverdale, NY, NY",685
"North Riverfront, Saint Louis, MO",13218
"North Riverside, Wichita, KS",1395
"North Roland Park - Poplar Hill, Baltimore, MD",5804
"North Rose Hill, Kirkland, WA",3464
"North Rosedale Park, Detroit, MI",12068
"North Rosslyn, Arlington, VA",4729
"North San Jose, San Jose, CA",431
"North San Rafael Commercial Center, San Rafael, CA",11671
"North Sarasota, Sarasota, FL",1009
"North Scottsdale, Scottsdale, AZ",30
"North Sharon Amity, Charlotte, NC",3079
"North Sherwood Forest, Baton Rouge, LA",9752
"North Sherwood Terrace and Silver Maples, Fort Wayne, IN",7983
"North Shoal Creek, Austin, TX",12335
"North Shore Country Club, Lake Oswego, OR",6648
"North Shore Triangle, South Bend, IN",12798
"North Shore, Duluth, MN",14041
"North Shore, Gilbert, AZ",6077
"North Shore, Miami Beach, FL",622
"North Shore, Pittsburgh, PA",13615
"North Shore, West Palm Beach, FL",13271
"North Shoreview, San Mateo, CA",4542
"North Side Block, Flint, MI",14608
"North Side Hill, Eau Claire, WI",2221
"North Side, Fort Worth, TX",2777
"North Siesta Gardens, Des Moines, WA",10717
"North Springs, Sandy Springs, GA",11878
"North Stamford, Stamford, CT",591
"North Star, Anchorage, AK",12528
"North State, Santa Barbara, CA",5668
"North Stonehurst, Oakland, CA",4123
"North Tabor, Portland, OR",3522
"North Tamarind, West Palm Beach, FL",13210
"North Tampa, Tampa, FL",1089
"North Tigard, Tigard, OR",10509
"North Timpview, Provo, UT",10620
"North Titusville, Birmingham, AL",11286
"North Town Fork Creek, Kansas City, MO",12547
"North Towne, Toledo, OH",1076
"North Trenton, Trenton, NJ",1391
"North University, Austin, TX",11987
"North University, Tucson, AZ",5342
"North Valley, Peoria, IL",11721
"North Valley, San Jose, CA",57
"North Valley, Syracuse, NY",3422
"North Valleys, Reno, NV",282
"North Village, Agoura Hills, CA",14051
"North Village, Celebration, FL",11089
"North Village, New Smyrna Beach, FL",11038
"North Waco, Waco, TX",10152
"North Waterfront, San Francisco, CA",5062
"North West Hawthorne, Hawthorne, CA",10281
"North Weymouth, Weymouth, MA",3343
"North Winston, Winston-Salem, NC",6017
"North Wishman, Mountain View, CA",15006
"North Wonderland, Boulder, CO",7737
"North Wyoming, Albuquerque, NM",1288
"North, Arlington, TX",193
"North, Helena, MT",12497
"North-East Coconut Grove, Miami, FL",762
"Northampton, Converse, TX",12724
"Northampton, Hampton, VA",402
"Northampton, Winston-Salem, NC",6822
"Northboro Park, West Palm Beach, FL",7918
"Northbriar, Boulder, CO",8586
"Northbridge Terrace, Charleston, SC",10648
"Northbridge, Columbus, OH",7844
"Northbrook, Fort Wayne, IN",13729
"Northbrook, Fort Worth, TX",5692
"Northbrook, Jackson, MS",15548
"Northcrest, Columbus, OH",4515
"Northcrest, Fort Wayne, IN",6117
"Northcrest, Vancouver, WA",7258
"Northeast Anaheim, Anaheim, CA",125
"Northeast Aurora, Aurora, IL",2333
"Northeast Bakersfield, Bakersfield, CA",3209
"Northeast Claremont, Claremont, CA",14479
"Northeast Colorado Springs, Colorado Springs, CO",98
"Northeast Corner, Auburn Hills, MI",10467
"Northeast Dallas, Dallas, TX",1
"Northeast Garland, Garland, TX",5977
"Northeast Heights, Wichita, KS",12582
"Northeast Hills, Durham, NC",10055
"Northeast Hillsdale, San Mateo, CA",3778
"Northeast Ithaca, Ithaca, NY",12149
"Northeast Lakewood, Lakewood, CO",10091
"Northeast Macfarlane, Tampa, FL",12023
"Northeast Marion, Marion, IN",10975
"Northeast Millair, Wichita, KS",12747
"Northeast Neighbors, Salem, OR",1022
"Northeast Park Hill, Denver, CO",3042
"Northeast Park, Minneapolis, MN",7104
"Northeast Raleigh, Raleigh, NC",120
"Northeast Tacoma, Tacoma, WA",512
"Northeast Torrance, Torrance, CA",2745
"Northeast Venice, Venice, FL",14877
"Northeast Village, West Sacramento, CA",10521
"Northeast, Alexandria, VA",6292
"Northeast, Anchorage, AK",306
"Northeast, Bozeman, MT",14295
"Northeast, El Paso, TX",42
"Northeast, Gresham, OR",9412
"Northeast, Harrisonburg, VA",11686
"Northeast, Jackson, MS",1808
"Northeast, Reno, NV",359
"Northeast, Saginaw, MI",8756
"Northeast, Santa Monica, CA",15385
"Northeast, South Bend, IN",1336
"Northeast, Tampa, FL",12281
"Northeast, University City, MO",1973
"Northeast, Wheaton, IL",14058
"Northeast-Wilson Park, Saint Cloud, MN",15515
"Northend Recreation Center, Flint, MI",14609
"Northend, Blacksburg, VA",15110
"Northern Barton Heights, Richmond, VA",4765
"Northern Hills, Dayton, OH",5710
"Northern Hills, San Antonio, TX",12581
"Northern Inglewood, Nashville, TN",7308
"Northern Liberties, Philadelphia, PA",2167
"Northern Meadows, Rio Rancho, NM",2375
"Northern Woods, Columbus, OH",2890
"Northgate Park, Durham, NC",14534
"Northgate, Colorado Springs, CO",1444
"Northgate, Columbus, OH",3051
"Northgate, Fremont, CA",2796
"Northgate, Oakland, CA",5416
"Northgate, Sacramento, CA",4060
"Northgate, Salem, OR",2790
"Northgate, Seattle, WA",4342
"Northgate, Tulsa, OK",8184
"Northgrove, Mesa, AZ",5166
"Northlake Park at Lake Nona, Orlando, FL",1820
"Northlake-Corman, Longview, WA",9859
"Northland, Brooklyn Park, MN",14070
"Northland, Lexington, KY",5922
"Northland-Lyceum, Rochester, NY",3542
"Northland-Parker, Columbia, MO",14989
"Northmoor Estates, Broomfield, CO",10957
"Northmoor, Columbus, OH",5318
"Northmoor, Saginaw, MI",8973
"Northmoor, San Antonio, TX",15688
"Northpoint, Milwaukee, WI",3637
"Northpointe, Mesa, AZ",6022
"Northport, Fargo, ND",9465
"Northrich, Richardson, TX",4273
"Northridge Estates, Dayton, OH",4620
"Northridge Lakes, Milwaukee, WI",5185
"Northridge Manor, Mesa, AZ",7589
"Northridge, Ames, IA",15523
"Northridge, Lafayette, CA",13965
"Northridge, Los Angeles, CA",65
"Northridge, Lubbock, TX",11226
"Northridge, Milwaukee, WI",5044
"Northridge, Orem, UT",9050
"Northrop, Richmond, VA",5392
"Northrop, Rochester, MN",8963
"Northrup, Minneapolis, MN",3841
"Northshore, Chattanooga, TN",13927
"Northshore, Houston, TX",301
"Northshore, Oshkosh, WI",14332
"Northside Park, Blacksburg, VA",15109
"Northside Village, Houston, TX",311
"Northside, Cincinnati, OH",3151
"Northside, Elkhart, IN",11090
"Northside, Fort Wayne, IN",1073
"Northside, Goshen, IN",10932
"Northside, Iowa City, IA",10366
"Northside, Kalamazoo, MI",12926
"Northside, Missoula, MT",12592
"Northside, National City, CA",10517
"Northside, Norfolk, VA",2016
"Northside, Paterson, NJ",2410
"Northside, Riverside, CA",2897
"Northside, Schenectady, NY",2417
"Northside, Syracuse, NY",950
"Northside, Wheaton, IL",1857
"Northside-Cherokee, Chattanooga, TN",11635
"Northside-Hester Park, Saint Cloud, MN",14790
"Northside-Northline, Houston, TX",100
"Northstar, Davis, CA",13279
"Northtown Park, Pflugerville, TX",11590
"Northtown West, Pflugerville, TX",11591
"Northtown, Lansing, MI",1847
"Northview Heights, Pittsburgh, PA",5693
"Northview Hills, Tampa, FL",12699
"Northview, Muncie, IN",11558
"Northview, Winston-Salem, NC",7920
"Northville, Northville Township, MI",1112
"Northwest 39th Street Enclave, Oklahoma City, OK",11136
"Northwest Akron, Akron, OH",727
"Northwest Anaheim, Anaheim, CA",2519
"Northwest Arvada, Arvada, CO",10225
"Northwest Aurora, Aurora, IL",15327
"Northwest Bellevue, Bellevue, WA",5252
"Northwest Big River, Wichita, KS",12689
"Northwest Colorado Springs, Colorado Springs, CO",321
"Northwest Community Action, Baltimore, MD",6430
"Northwest Crossing, San Antonio, TX",12441
"Northwest Dallas, Dallas, TX",4665
"Northwest Everett, Everett, WA",4008
"Northwest Harbor, East Hampton, NY",4334
"Northwest Harwinton, Harwinton, CT",1574
"Northwest Heights, Portland, OR",1449
"Northwest Hillsdale, San Mateo, CA",5499
"Northwest Ithaca, Ithaca, NY",6227
"Northwest La Verne, La Verne, CA",10472
"Northwest Los Angeles Heights, San Antonio, TX",15667
"Northwest Manchester, Manchester, NH",2422
"Northwest Martin Sub, Fort Collins, CO",14822
"Northwest Pompano, Pompano Beach, FL",3198
"Northwest Quadrant, Beaufort, SC",9975
"Northwest Railway Gardens, Green Bay, WI",11480
"Northwest Raleigh, Raleigh, NC",86
"Northwest Rochester, Rochester, MN",11397
"Northwest Side, Owensboro, KY",14724
"Northwest Torrance, Torrance, CA",2597
"Northwest Village, West Sacramento, CA",9801
"Northwest, Boise, ID",12857
"Northwest, Chula Vista, CA",2459
"Northwest, Citrus Heights, CA",10287
"Northwest, Corpus Christi, TX",11826
"Northwest, El Paso, TX",48
"Northwest, Gresham, OR",10169
"Northwest, Irving, TX",2225
"Northwest, New Port Richey, FL",7221
"Northwest, Olympia, WA",5407
"Northwest, Portland, OR",2684
"Northwest, Reno, NV",338
"Northwest, Saginaw, MI",11355
"Northwest, Spokane, WA",380
"Northwest, Tucson, AZ",6185
"Northwest, University City, MO",10476
"Northwest, Vancouver, WA",4343
"Northwestern Heights, West Lafayette, IN",11563
"Northwood Estates Homeowners Association, Clearwater, FL",13401
"Northwood Gardens, West Palm Beach, FL",9740
"Northwood Harbor, West Palm Beach, FL",11947
"Northwood Hills, Columbia, SC",6744
"Northwood Hills, West Palm Beach, FL",1508
"Northwood Pines, West Palm Beach, FL",13343
"Northwood Point, Irvine, CA",3840
"Northwood Shores, West Palm Beach, FL",12873
"Northwood West Homeowners Association, Clearwater, FL",13486
"Northwood, Irvine, CA",394
"Northwood, Philadelphia, PA",2067
"Northwood, Vancouver, WA",6970
"Northwood, West Palm Beach, FL",13140
"Northwoods Estate, Winston-Salem, NC",6901
"Northwoods, Brooklyn Park, MN",8974
"Northwoods, Columbus, OH",8471
"Norton Park, Duluth, MN",11549
"Norton Tracts, Sioux Falls, SD",14567
"Norton, Topeka, KS",14388
"Norvella Heights, Norfolk, VA",14191
"Norview Heights, Norfolk, VA",11204
"Norview, Norfolk, VA",2017
"Norwich, Roanoke, VA",9687
"Norwichtown, Norwich, CT",1837
"Norwood - Quince, Boulder, CO",7125
"Norwood Cherrylee, El Monte, CA",2282
"Norwood Heights, Saint Petersburg, FL",7293
"Norwood Manor, Atlanta, GA",13309
"Norwood Park East, Chicago, IL",681
"Norwood Park West, Chicago, IL",1097
"Norwood South, Jackson, MS",12888
"Norwood, Birmingham, AL",8786
"Norwood, Brooklyn Park, MN",9427
"Norwood, Miami Gardens, FL",9446
"Norwood, Muncie, IN",9432
"Norwood, NY, NY",2483
"Notre Dame, Manchester, NH",9389
"Nottingham Estates, Bakersfield, CA",7059
"Nottingham, Carrollton, TX",9409
"Nottingham, Olympia, WA",8015
"Nottingham-Westmoreland, Portsmouth, VA",10681
"Noyes and Foster, Evanston, IL",15445
"NTNA - Canal Park, Tempe, AZ",6735
"NTNA - Cavalier Hills, Tempe, AZ",6931
"NTNA - College, Tempe, AZ",4847
"NTNA - Indian Bend, Tempe, AZ",5659
"NTNA - West Rio, Tempe, AZ",6722
"Nubbin Park, Minot, ND",15162
"Nuestro, Mesa, AZ",5206
"Nurmi Isles, Fort Lauderdale, FL",13476
"Nuuanu-Punchbowl, Honolulu, HI",500
"NW Goldberg, Detroit, MI",12706
"Nws Cooperative Alliance, South Bend, IN",15690
"Nyack, Orangetown, NY",1078
"Nyeland Acres, Oxnard, CA",10678
"O'Donnell Heights, Baltimore, MD",13236
"O'Fallon, Saint Louis, MO",3583
"O'Hare, Chicago, IL",526
"O'Neal, Baton Rouge, LA",2122
"Oak Center, Oakland, CA",3907
"Oak Cliff, Dallas, TX",236
"Oak Creek at Countryside HOA, Clearwater, FL",13788
"Oak Creek Estates, Carrollton, TX",14591
"Oak Creek, Irvine, CA",822
"Oak Creek, Lake Oswego, OR",4953
"Oak Creek, Nashville, TN",13814
"Oak Creek, San Antonio, TX",15572
"Oak Flower, Tucson, AZ",4746
"Oak Forest - Garden Oaks, Houston, TX",170
"Oak Forest Hills, Brookhaven, GA",11119
"Oak Forest of Countryside HOA, Clearwater, FL",13585
"Oak Forest South, Tulsa, OK",7975
"Oak Forest, Bartlett, TN",9735
"Oak Forest, Charlotte, NC",3344
"Oak Forest, Little Rock, AR",3103
"Oak Forrest, Jonesboro, AR",2209
"Oak Grove Community, Durham, NC",10054
"Oak Grove Townhomes, Nashville, TN",9713
"Oak Grove, Brooklyn Park, MN",9105
"Oak Grove, Green Bay, WI",9167
"Oak Grove, Iowa City, IA",9403
"Oak Grove, Monterey, CA",14268
"Oak Grove, Richmond, VA",5834
"Oak Grove, Springfield, MO",9187
"Oak Grove, Woonsocket, RI",9188
"Oak Grove-Pine Banks, Melrose, MA",10531
"Oak Haven, Jacksonville, FL",12827
"Oak Heights, San Marcos, TX",15051
"Oak Hickory Historic District, Denton, TX",11416
"Oak Highlands, Nashville, TN",7525
"Oak Hill, Chattanooga, TN",9234
"Oak Hill, Jacksonville, FL",1007
"Oak Hill, Newton, MA",9328
"Oak Hill, Pawtucket, RI",2073
"Oak HIll, Youngstown, OH",6067
"Oak Hills, Butler Township, PA",12946
"Oak Hills, Carrollton, TX",8823
"Oak Hills, Provo, UT",13910
"Oak Hills, San Antonio, TX",13012
"Oak Hollow, Tulsa, OK",8256
"Oak Knoll Village, Ladera Ranch, CA",9904
"Oak Knoll, Sacramento, CA",6925
"Oak Knoll-Golf Links, Oakland, CA",5402
"Oak Lawn, Dallas, TX",147
"Oak Meadow, San Antonio, TX",15575
"Oak Meadows, Pittsfield Township, MI",11084
"Oak Meyer Gardens, Kansas City, MO",12859
"Oak Park - Northwood, San Antonio, TX",842
"Oak Park Mesa, Mesa, AZ",6963
"Oak Park Northwest, Kansas City, MO",12145
"Oak Park Southeast, Kansas City, MO",12703
"Oak Park Southwest, Kansas City, MO",12232
"Oak Park, Des Moines, IA",4551
"Oak Park, Minot, ND",9426
"Oak Park, San Diego, CA",2691
"Oak Park, Santa Barbara, CA",3105
"Oak Park, Stockton, CA",4072
"Oak Park, Traverse City, MI",14265
"Oak Ridge Park, Birmingham, AL",8787
"Oak Ridge, Birmingham, AL",9504
"Oak Ridge, Springfield, IL",9603
"Oak River Homeowners, Fort Lauderdale, FL",8174
"Oak Road Estates, Bartlett, TN",9804
"Oak Road Meadows, Bartlett, TN",14422
"Oak Terrace, Greenacres, FL",11161
"Oak Tree Hollow, Levittown, PA",9107
"Oak Tree North, Carrollton, TX",14593
"Oak Tree, Oakland, CA",3846
"Oak Valley, Cupertino, CA",14095
"Oak Valley, Nashville, TN",7815
"Oak, Albany, OR",9000
"Oak-Riverside, Ames, IA",11693
"Oak-Wood-Forest, Ames, IA",11692
"Oakbridge Community, Madison, WI",6422
"Oakbridge Condominum, Madison, WI",8330
"Oakbrook Village, Columbia, SC",7928
"Oakbrook Village, Tulsa, OK",7735
"Oakbrook, Lakewood, WA",8718
"Oakbrook, Vancouver, WA",4436
"Oakcliff, Atlanta, GA",13527
"Oakcrest, Garland, TX",13772
"Oakcrest, Nashville, TN",8191
"Oakdale Farms, Norfolk, VA",9235
"Oakdale North, Charlotte, NC",6714
"Oakdale South, Charlotte, NC",3883
"Oakdale, Dedham, MA",8916
"Oakdale, Fort Wayne, IN",12710
"Oakdale, Grand Rapids, MI",12648
"Oakdale, Islip, NY",12366
"Oakdale, Mobile, AL",6458
"Oakdale, Portland, ME",4348
"Oakdale, Savannah, GA",9625
"Oakdale, Town of Islip, NY",1305
"Oakenshawe, Baltimore, MD",6016
"Oakford Park, Tampa, FL",12101
"Oakgrove, North Miami Beach, FL",9312
"Oakhaven, Nashville, TN",9724
"Oakhill Jackson, Cedar Rapids, IA",14972
"Oakhill, Evansville, IN",2101
"Oakhurst, Charlotte, NC",5057
"Oakhurst, Decatur, GA",14005
"Oakhurst, Durham, NC",14232
"Oakhurst, Fort Wayne, IN",7407
"Oakhurst, Fort Worth, TX",6088
"Oakhurst, Savannah, GA",14006
"Oakland Army Base, Oakland, CA",13477
"Oakland Ave-Harrison St, Oakland, CA",3559
"Oakland City, Atlanta, GA",1474
"Oakland Forest, Oakland Park, FL",9839
"Oakland Gardens, NY, NY",365
"Oakland Grove, Oakland Park, FL",9838
"Oakland Hills, Oakland Park, FL",9843
"Oakland Park-Northgate-Eastgate-Pinehurst, Savannah, GA",11340
"Oakland Triangle, Lafayette, IN",11660
"Oakland, Atlanta, GA",8103
"Oakland, Chicago, IL",12516
"Oakland, Pittsburgh, PA",3049
"Oakland-Fairview, Council Bluffs, IA",15428
"Oakland-Winchell, Kalamazoo, MI",1414
"Oaklawn Fairweight, Danville, IL",14491
"Oaklawn, Charlotte, NC",7131
"Oaklee, Baltimore, MD",8307
"Oakleigh, Mobile, AL",4909
"Oakley, Cincinnati, OH",2925
"Oakman Grove, Dearborn, MI",11459
"Oakmont North, Norfolk, VA",15298
"Oakmont, Claremont, CA",9106
"Oakmont, Glendale, CA",6204
"Oakmont, Nashville, TN",8063
"Oakmore, Oakland, CA",4987
"Oakrest Condos, Nashville, TN",8696
"Oakridge on the Creek, Garland, TX",8529
"Oakridge Terrace, Fort Worth, TX",4174
"Oakridge Village, Fort Collins, CO",14766
"Oakridge, Garland, TX",4212
"Oakridge, Hollywood, FL",12640
"Oakridge-Greenbrier, Charleston, WV",9844
"Oaks of Northwood - The Condo Association, Clearwater, FL",14355
"Oaks of Stoney Creek, Garland, TX",8441
"Oaks, Garland, TX",5104
"Oaktree Estates, Oakland Park, FL",10421
"Oaktree Park, Gilbert, AZ",7222
"Oakview Terrace, Charlotte, NC",6415
"Oakview, Gainesville, FL",9345
"Oakville, Watertown, CT",1099
"Oakwood Cemetery, Richmond, VA",6182
"Oakwood Court, Columbia, SC",7646
"Oakwood East, Midwest City, OK",10866
"Oakwood Estates, Nashville, TN",8528
"Oakwood Gardens, Saint Petersburg, FL",5725
"Oakwood Heights, Detroit, MI",12418
"Oakwood Hills, Hollywood, FL",5472
"Oakwood Manor, Sarasota, FL",13327
"Oakwood Place, Birmingham, AL",11284
"Oakwood Terrace, Nashville, TN",7738
"Oakwood, East Lansing, MI",14247
"Oakwood, Hickory, NC",9626
"Oakwood, Kalamazoo, MI",1735
"Oakwood, Knoxville, TN",4541
"Oakwood, Lakewood, WA",9237
"Oakwood, Norfolk, VA",9236
"Oakwood, NY, NY",666
"Oakwood, Pittsburgh, PA",6063
"Oakwood, Redwood City, CA",9238
"Oakwood, Richmond, VA",7755
"Oakwood, Waco, TX",9385
"Oberbeck Farm, Charlotte, NC",6897
"Observatory Circle, WA, DC",6465
"Observatory Village, Fort Collins, CO",14760
"Ocean Avenue, Portland, ME",4570
"Ocean Beach, San Diego, CA",2909
"Ocean Beach, Town of Islip, NY",13928
"Ocean Crest, San Diego, CA",2789
"Ocean Drive, Newport, RI",2313
"Ocean Grove, Neptune, NJ",1522
"Ocean Hill, NY, NY",2476
"Ocean Park, Santa Monica, CA",8824
"Ocean Parkway, NY, NY",183
"Oceana, Virginia Beach, VA",4616
"Oceanfront, Miami Beach, FL",803
"Oceanview, San Francisco, CA",3192
"Oceanway, Jacksonville, FL",1324
"Ocotillo Lakes, Chandler, AZ",5960
"Ocotillo Oracle, Tucson, AZ",6049
"Ocotillo, Chandler, AZ",1134
"October Woods, Nashville, TN",7822
"Odette, Flint, MI",14604
"ODU Village, Norfolk, VA",15284
"Oeste Manor, Davis, CA",13406
"Ogburn Station, Winston-Salem, NC",5765
"Ogden, Vancouver, WA",3894
"Ogden, Wilmington, NC",1037
"Ogeecheeton-Dawes Avenue, Savannah, GA",14007
"Ogontz, Philadelphia, PA",329
"Ohio City - West Side, Cleveland, OH",3032
"Okane Park, Lakewood, CO",10087
"Okolona, Louisville, KY",447
"Old Agoura, Agoura Hills, CA",10012
"Old Allentown Historic District, Allentown, PA",11321
"Old Aristocracy Hill, Springfield, IL",10167
"Old Aurora, New Orleans, LA",535
"Old Beach, Newport, RI",11031
"Old Beechwold, Columbus, OH",6206
"Old bend, Bend, OR",6196
"Old Brooklyn, Cleveland, OH",232
"Old Brookville, Glen Head, NY",1791
"Old Burien, Burien, WA",9989
"Old Carver, Winston-Salem, NC",6673
"Old Cherry, Winston-Salem, NC",7085
"Old City, Knoxville, TN",8266
"Old City, Oakland, CA",5941
"Old City, Philadelphia, PA",968
"Old Claremont, Claremont, CA",14484
"Old Clearwater Bay Neighborhood Association, Clearwater, FL",13847
"Old Collier, Pompano Beach, FL",5203
"Old Colorado City, Colorado Springs, CO",479
"Old Commons, Beaufort, SC",9977
"Old Davis North, Davis, CA",6533
"Old Dayton View, Dayton, OH",6053
"Old Decatur, Decatur, GA",15187
"Old Diminion, Arlington, VA",5669
"Old East Davis, Davis, CA",13408
"Old East Durham, Durham, NC",10053
"Old Edgebrook, Chicago, IL",8543
"Old Erie, Evansville, IN",10836
"Old Escondido Historic District, Escondido, CA",10205
"Old Everett, Lansing, MI",2355
"Old Evergreen Highway, Vancouver, WA",1499
"Old Fairburn Village, Atlanta, GA",8498
"Old Farm District, Bend, OR",3112
"Old Farm, Durham, NC",10052
"Old Five Points, Durham, NC",14533
"Old Forest, Lansing, MI",11401
"Old Fort Lowell, Tucson, AZ",4612
"Old Fourth Ward, Atlanta, GA",783
"Old Gordon, Atlanta, GA",13605
"Old Greensboro, Jonesboro, AR",14678
"Old Harpeth Estates, Nashville, TN",9716
"Old Hill, Springfield, MA",3886
"Old Historic Downtown, Stuart, FL",14929
"Old Irving Park, Chicago, IL",689
"Old Kensington, Philadelphia, PA",2121
"Old Las Palmas, Palm Springs, CA",15158
"Old Louisville, Louisville, KY",835
"Old Middleton Greenway, Madison, WI",13350
"Old Mitchell School, Marlborough, MA",10525
"Old Mountain View, Mountain View, CA",15004
"Old Nampa, Nampa, ID",11719
"Old Naples, Naples, FL",1581
"Old Niskayuna, Town of Niskayuna, NY",2419
"Old North Boulder, Boulder, CO",4166
"Old North Columbus, Columbus, OH",3294
"Old North Dayton, Dayton, OH",1494
"Old North Durham, Durham, NC",10051
"Old North Knoxville, Knoxville, TN",5899
"Old North Milwaukee, Milwaukee, WI",2849
"Old North Sacramento, Sacramento, CA",4088
"Old North St. Louis, Saint Louis, MO",5534
"Old Northwest - West University, Reno, NV",457
"Old Northwood, West Palm Beach, FL",1782
"Old Norwood Park, Chicago, IL",3944
"Old Oakland, Lansing, MI",2358
"Old Owensboro, Owensboro, KY",14723
"Old Palo Alto, Palo Alto, CA",4281
"Old Pasadena, Saint Petersburg, FL",7475
"Old Pompano, Pompano Beach, FL",5182
"Old Prospect, Fort Collins, CO",10380
"Old Redford, Detroit, MI",13538
"Old Savannah, Augusta, GA",1167
"Old Saybrook Center, Old Saybrook, CT",1780
"Old Seminole Heights, Tampa, FL",970
"Old Sevier, Knoxville, TN",7468
"Old Seward-Oceanview, Anchorage, AK",11911
"Old Shandon, Columbia, SC",7590
"Old Sherwood Forest, Winston-Salem, NC",6060
"Old South Baton Rouge, Baton Rouge, LA",9756
"Old Southeast, Saint Petersburg, FL",5954
"Old Southwest, Roanoke, VA",10661
"Old Stage Estates, Chelmsford, MA",11093
"Old Third Ward, Appleton, WI",10753
"Old Town Heights, Winston-Salem, NC",6626
"Old Town Manchester, Richmond, VA",11981
"Old Town North, Alexandria, VA",5998
"Old Town North, Fort Collins, CO",14814
"Old Town on the Oaks, Beaumont, TX",2331
"Old Town Triangle, Chicago, IL",1055
"Old Town West, Fort Collins, CO",14819
"Old Town, Alexandria, VA",3245
"Old Town, Apple Valley, MN",8866
"Old Town, Arlington, WA",8884
"Old Town, Augusta, GA",1750
"Old Town, Baltimore, MD",4219
"Old Town, Chicago, IL",751
"Old Town, Council Bluffs, IA",14017
"Old Town, Harrisonburg, VA",13982
"Old Town, Huntsville, AL",8935
"Old Town, Key West, FL",2048
"Old Town, Lake Oswego, OR",13578
"Old Town, Lansing, MI",8862
"Old Town, Monterey, CA",14087
"Old Town, NY, NY",3223
"Old Town, Park City, UT",8989
"Old Town, San Diego, CA",5990
"Old Town-Chinatown, Portland, OR",4660
"Old Towne, Moline, IL",9877
"Old Towne, Plano, TX",11189
"Old Towne, Traverse City, MI",11749
"Old Trail, Fort Wayne, IN",6247
"Old Vineyard, Winston-Salem, NC",7159
"Old West Austin, Austin, TX",11917
"Old West Durham, Durham, NC",10050
"Old West End, Muncie, IN",11433
"Old West End, Toledo, OH",3492
"Old West Estates, Gilbert, AZ",7154
"Old West Lawrence, Lawrence, KS",14632
"Old West Sacramento, West Sacramento, CA",9800
"Old West Side, Longview, WA",9862
"Old West Tampa, Tampa, FL",12040
"Olde Carlsbad, Carlsbad, CA",2246
"Olde Glebe, Arlington, VA",5008
"Olde Hillcrest, Wauwatosa, WI",14457
"Olde Huntersville, Norfolk, VA",2013
"Olde North, Green Bay, WI",2372
"Olde Norwood, Green Bay, WI",2369
"Olde Orchard, Columbus, OH",3855
"Olde Providence North, Charlotte, NC",1507
"Olde Providence South, Charlotte, NC",1254
"Olde Sawmill, Columbus, OH",3444
"Olde Stockdale, Bakersfield, CA",4948
"Olde Torrance, Torrance, CA",2906
"Olde Town East, Columbus, OH",3743
"Olde Towne, Toledo, OH",4617
"Olde Whitehall, Charlotte, NC",4479
"Oldtown, National City, CA",14258
"Oldtown, Topeka, KS",8945
"Oleander Sunset, Bakersfield, CA",2631
"Olentangy Commons, Columbus, OH",4789
"Olentangy High Bluffs, Columbus, OH",6555
